path,scene,variant,base_seed,profile,teacher_target_score,num_tasks,num_couriers,num_candidates,avg_score,avg_willingness,single_ratio,source
case_bank/train/high_noise_seed601/high_noise_seed601_aug044.txt,high_noise_seed601,44,601,high_noise,497.06,30,70,8000,64.521994,0.451301,0.0635,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug045.txt,high_noise_seed601,45,601,high_noise,497.06,30,70,8000,64.451732,0.455461,0.069875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug046.txt,high_noise_seed601,46,601,high_noise,497.06,30,70,8000,64.442089,0.44879,0.06175,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug047.txt,high_noise_seed601,47,601,high_noise,497.06,30,70,8000,65.108121,0.445781,0.06825,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug048.txt,high_noise_seed601,48,601,high_noise,497.06,30,70,8000,64.589854,0.450951,0.063,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug049.txt,high_noise_seed601,49,601,high_noise,497.06,30,70,8000,64.949723,0.453184,0.066375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug050.txt,high_noise_seed601,50,601,high_noise,497.06,30,70,8000,63.932147,0.452107,0.066375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug051.txt,high_noise_seed601,51,601,high_noise,497.06,30,70,8000,65.002761,0.447782,0.064125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug052.txt,high_noise_seed601,52,601,high_noise,497.06,30,70,8000,65.04699,0.452142,0.067125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug053.txt,high_noise_seed601,53,601,high_noise,497.06,30,70,8000,65.300607,0.450785,0.067375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug054.txt,high_noise_seed601,54,601,high_noise,497.06,30,70,8000,64.899776,0.447024,0.06375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug055.txt,high_noise_seed601,55,601,high_noise,497.06,30,70,8000,64.520176,0.448855,0.064,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug056.txt,high_noise_seed601,56,601,high_noise,497.06,30,70,8000,64.28319,0.448729,0.065125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug057.txt,high_noise_seed601,57,601,high_noise,497.06,30,70,8000,65.255405,0.452813,0.058625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug058.txt,high_noise_seed601,58,601,high_noise,497.06,30,70,8000,65.332979,0.452102,0.063625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug059.txt,high_noise_seed601,59,601,high_noise,497.06,30,70,8000,65.159789,0.445332,0.063375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug060.txt,high_noise_seed601,60,601,high_noise,497.06,30,70,8000,65.071544,0.448609,0.066,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug061.txt,high_noise_seed601,61,601,high_noise,497.06,30,70,8000,64.598425,0.449088,0.0655,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug062.txt,high_noise_seed601,62,601,high_noise,497.06,30,70,8000,65.330996,0.447745,0.067,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug063.txt,high_noise_seed601,63,601,high_noise,497.06,30,70,8000,64.730844,0.453586,0.065625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug064.txt,high_noise_seed601,64,601,high_noise,497.06,30,70,8000,64.593929,0.451437,0.062875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug065.txt,high_noise_seed601,65,601,high_noise,497.06,30,70,8000,64.39582,0.448548,0.06575,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug066.txt,high_noise_seed601,66,601,high_noise,497.06,30,70,8000,64.846734,0.449461,0.064375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug067.txt,high_noise_seed601,67,601,high_noise,497.06,30,70,8000,65.484921,0.448049,0.061625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug068.txt,high_noise_seed601,68,601,high_noise,497.06,30,70,8000,64.50993,0.4509,0.064,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug069.txt,high_noise_seed601,69,601,high_noise,497.06,30,70,8000,64.956894,0.451315,0.064375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug070.txt,high_noise_seed601,70,601,high_noise,497.06,30,70,8000,65.187682,0.445198,0.064375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug071.txt,high_noise_seed601,71,601,high_noise,497.06,30,70,8000,65.089475,0.449075,0.066875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug072.txt,high_noise_seed601,72,601,high_noise,497.06,30,70,8000,64.412674,0.443317,0.065375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug073.txt,high_noise_seed601,73,601,high_noise,497.06,30,70,8000,65.525578,0.44677,0.0605,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug074.txt,high_noise_seed601,74,601,high_noise,497.06,30,70,8000,64.523407,0.452828,0.06075,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug075.txt,high_noise_seed601,75,601,high_noise,497.06,30,70,8000,65.26624,0.451308,0.062375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug076.txt,high_noise_seed601,76,601,high_noise,497.06,30,70,8000,64.137413,0.4435,0.063,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug077.txt,high_noise_seed601,77,601,high_noise,497.06,30,70,8000,64.121305,0.450439,0.06375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug078.txt,high_noise_seed601,78,601,high_noise,497.06,30,70,8000,65.893188,0.445313,0.065125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug079.txt,high_noise_seed601,79,601,high_noise,497.06,30,70,8000,65.101053,0.448988,0.0645,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug080.txt,high_noise_seed601,80,601,high_noise,497.06,30,70,8000,65.079584,0.451991,0.064,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug081.txt,high_noise_seed601,81,601,high_noise,497.06,30,70,8000,64.734766,0.448091,0.067375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug082.txt,high_noise_seed601,82,601,high_noise,497.06,30,70,8000,64.507431,0.446632,0.066,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug083.txt,high_noise_seed601,83,601,high_noise,497.06,30,70,8000,65.27729,0.449095,0.06525,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug084.txt,high_noise_seed601,84,601,high_noise,497.06,30,70,8000,64.806089,0.453389,0.065375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug085.txt,high_noise_seed601,85,601,high_noise,497.06,30,70,8000,64.30817,0.450114,0.06725,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug086.txt,high_noise_seed601,86,601,high_noise,497.06,30,70,8000,64.526534,0.451812,0.065,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug087.txt,high_noise_seed601,87,601,high_noise,497.06,30,70,8000,64.993038,0.453506,0.0645,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug088.txt,high_noise_seed601,88,601,high_noise,497.06,30,70,8000,63.975595,0.452641,0.066875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug089.txt,high_noise_seed601,89,601,high_noise,497.06,30,70,8000,65.34006,0.451648,0.0645,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug090.txt,high_noise_seed601,90,601,high_noise,497.06,30,70,8000,65.467765,0.446135,0.06275,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug091.txt,high_noise_seed601,91,601,high_noise,497.06,30,70,8000,64.799917,0.452935,0.063625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug092.txt,high_noise_seed601,92,601,high_noise,497.06,30,70,8000,65.047415,0.450517,0.063875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug093.txt,high_noise_seed601,93,601,high_noise,497.06,30,70,8000,64.642432,0.449783,0.0615,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug094.txt,high_noise_seed601,94,601,high_noise,497.06,30,70,8000,64.785167,0.452787,0.0645,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug095.txt,high_noise_seed601,95,601,high_noise,497.06,30,70,8000,65.547586,0.445568,0.06325,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug096.txt,high_noise_seed601,96,601,high_noise,497.06,30,70,8000,64.898496,0.444256,0.061,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug097.txt,high_noise_seed601,97,601,high_noise,497.06,30,70,8000,65.143027,0.451432,0.067125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug098.txt,high_noise_seed601,98,601,high_noise,497.06,30,70,8000,64.220702,0.445364,0.062875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug099.txt,high_noise_seed601,99,601,high_noise,497.06,30,70,8000,65.17495,0.450326,0.066875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug100.txt,high_noise_seed601,100,601,high_noise,497.06,30,70,8000,64.937909,0.448571,0.060125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug101.txt,high_noise_seed601,101,601,high_noise,497.06,30,70,8000,65.319036,0.449217,0.060375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug102.txt,high_noise_seed601,102,601,high_noise,497.06,30,70,8000,64.891832,0.450393,0.065125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug103.txt,high_noise_seed601,103,601,high_noise,497.06,30,70,8000,64.744621,0.446668,0.065375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug104.txt,high_noise_seed601,104,601,high_noise,497.06,30,70,8000,64.714193,0.448678,0.0625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug105.txt,high_noise_seed601,105,601,high_noise,497.06,30,70,8000,64.81382,0.445797,0.06125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug106.txt,high_noise_seed601,106,601,high_noise,497.06,30,70,8000,64.692455,0.453829,0.06725,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug107.txt,high_noise_seed601,107,601,high_noise,497.06,30,70,8000,64.338023,0.447267,0.065875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug108.txt,high_noise_seed601,108,601,high_noise,497.06,30,70,8000,65.065251,0.454625,0.0645,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug109.txt,high_noise_seed601,109,601,high_noise,497.06,30,70,8000,64.753395,0.445972,0.064,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug110.txt,high_noise_seed601,110,601,high_noise,497.06,30,70,8000,65.329338,0.449752,0.064875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug111.txt,high_noise_seed601,111,601,high_noise,497.06,30,70,8000,65.036776,0.445703,0.065,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug112.txt,high_noise_seed601,112,601,high_noise,497.06,30,70,8000,65.233003,0.451035,0.066,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug113.txt,high_noise_seed601,113,601,high_noise,497.06,30,70,8000,64.60519,0.450233,0.067375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug114.txt,high_noise_seed601,114,601,high_noise,497.06,30,70,8000,64.38281,0.453615,0.068,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug115.txt,high_noise_seed601,115,601,high_noise,497.06,30,70,8000,65.708489,0.448494,0.061125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug116.txt,high_noise_seed601,116,601,high_noise,497.06,30,70,8000,64.938446,0.448315,0.061,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug117.txt,high_noise_seed601,117,601,high_noise,497.06,30,70,8000,65.436634,0.456622,0.065625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug118.txt,high_noise_seed601,118,601,high_noise,497.06,30,70,8000,64.929605,0.449036,0.063,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug119.txt,high_noise_seed601,119,601,high_noise,497.06,30,70,8000,64.798233,0.448089,0.063375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug120.txt,high_noise_seed601,120,601,high_noise,497.06,30,70,8000,64.310733,0.445936,0.067125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug121.txt,high_noise_seed601,121,601,high_noise,497.06,30,70,8000,65.480294,0.450935,0.067125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug122.txt,high_noise_seed601,122,601,high_noise,497.06,30,70,8000,64.848525,0.447686,0.065625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug123.txt,high_noise_seed601,123,601,high_noise,497.06,30,70,8000,65.158102,0.451129,0.071,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug124.txt,high_noise_seed601,124,601,high_noise,497.06,30,70,8000,65.533917,0.4503,0.0645,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug125.txt,high_noise_seed601,125,601,high_noise,497.06,30,70,8000,64.899385,0.45034,0.067625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug126.txt,high_noise_seed601,126,601,high_noise,497.06,30,70,8000,65.231883,0.447973,0.065625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug127.txt,high_noise_seed601,127,601,high_noise,497.06,30,70,8000,64.462473,0.450288,0.06875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug128.txt,high_noise_seed601,128,601,high_noise,497.06,30,70,8000,65.174065,0.456164,0.061625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug129.txt,high_noise_seed601,129,601,high_noise,497.06,30,70,8000,65.103547,0.44915,0.066625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug130.txt,high_noise_seed601,130,601,high_noise,497.06,30,70,8000,65.655795,0.450093,0.06425,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug131.txt,high_noise_seed601,131,601,high_noise,497.06,30,70,8000,65.227489,0.447708,0.067125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug132.txt,high_noise_seed601,132,601,high_noise,497.06,30,70,8000,64.488963,0.450539,0.06475,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug133.txt,high_noise_seed601,133,601,high_noise,497.06,30,70,8000,63.889991,0.447448,0.07,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug134.txt,high_noise_seed601,134,601,high_noise,497.06,30,70,8000,65.05322,0.448454,0.061875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug135.txt,high_noise_seed601,135,601,high_noise,497.06,30,70,8000,65.196096,0.448944,0.068125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug136.txt,high_noise_seed601,136,601,high_noise,497.06,30,70,8000,64.411536,0.451648,0.0665,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug137.txt,high_noise_seed601,137,601,high_noise,497.06,30,70,8000,64.839244,0.447731,0.06025,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug138.txt,high_noise_seed601,138,601,high_noise,497.06,30,70,8000,63.78619,0.444204,0.06375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug139.txt,high_noise_seed601,139,601,high_noise,497.06,30,70,8000,65.14372,0.448003,0.064375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug140.txt,high_noise_seed601,140,601,high_noise,497.06,30,70,8000,64.692595,0.448734,0.063125,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug141.txt,high_noise_seed601,141,601,high_noise,497.06,30,70,8000,64.812227,0.451624,0.064875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug142.txt,high_noise_seed601,142,601,high_noise,497.06,30,70,8000,64.423916,0.450633,0.062625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug143.txt,high_noise_seed601,143,601,high_noise,497.06,30,70,8000,65.111426,0.452536,0.068375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug144.txt,high_noise_seed601,144,601,high_noise,497.06,30,70,8000,65.329404,0.453049,0.062625,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug145.txt,high_noise_seed601,145,601,high_noise,497.06,30,70,8000,64.85063,0.449855,0.063875,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug146.txt,high_noise_seed601,146,601,high_noise,497.06,30,70,8000,64.735576,0.444365,0.0655,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug147.txt,high_noise_seed601,147,601,high_noise,497.06,30,70,8000,65.076902,0.45276,0.066,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug148.txt,high_noise_seed601,148,601,high_noise,497.06,30,70,8000,65.347956,0.449766,0.066375,augmented_from_official_large_seed301
case_bank/train/high_noise_seed601/high_noise_seed601_aug149.txt,high_noise_seed601,149,601,high_noise,497.06,30,70,8000,65.077579,0.452271,0.0595,augmented_from_official_large_seed301
case_bank/train/large_seed301/large_seed301_aug000.txt,large_seed301,0,301,large301,680.13,40,80,33780,56.394196,0.299973,0.094731,official_large_seed301_exact
case_bank/train/large_seed301/large_seed301_aug001.txt,large_seed301,1,301,large301,680.13,40,80,20000,59.804875,0.305142,0.04715,augmented_from_official_large_seed301
case_bank/train/large_seed301/large_seed301_aug002.txt,large_seed301,2,301,large301,680.13,40,80,20000,62.254391,0.306176,0.04815,augmented_from_official_large_seed301
case_bank/train/large_seed301/large_seed301_aug003.txt,large_seed301,3,301,large301,680.13,40,80,20000,56.793611,0.303198,0.05145,augmented_from_official_large_seed301
case_bank/train/large_seed301/large_seed301_aug004.txt,large_seed301,4,301,large301,680.13,40,80,20000,59.389244,0.305447,0.04815,augmented_from_official_large_seed301
